"","id","dam","sire","sex","dna","sire_dna","dam_dna","year","has_dna","par_rel","par_dna","fullsibs","sibships","depth","color","affected","family"
"48","8243","5909","6416","female","KL100145","KL090321","KL677",2010,1,0,TRUE,2,NA,3,1,0,5
"49","8345","5910","6203","male","KL100406","KL080246","KL678",2010,1,0,TRUE,3,2,1,1,0,1
"50","9055","5909","6139","male","KL110168","KL080258","KL677",2011,1,0,TRUE,3,NA,3,1,0,5
"51","9056","5909","6139","male","KL110169","KL080258","KL677",2011,1,0,TRUE,3,NA,3,1,0,5
"52","9057","5909","6139","female","KL110170","KL080258","KL677",2011,1,0,TRUE,3,NA,3,1,0,5
"53","9550","5909","9014","female","KL120415","KL110106","KL677",2012,1,0,TRUE,3,NA,3,1,0,5
"54","9551","5909","9014","male","KL120416","KL110106","KL677",2012,1,0,TRUE,3,NA,3,1,0,5
"55","9552","5909","9014","female","KL120417","KL110106","KL677",2012,1,0,TRUE,3,NA,3,1,0,5
"56","9575","9420","8308","female","KL120450","KL100304","KL120104",2012,1,0,TRUE,2,NA,3,1,0,1
"57","9577","9420","8308","female","KL120452","KL100304","KL120104",2012,1,0,TRUE,2,NA,3,1,0,1
"58","10218","9766","9528","male","KL140517","KL120353","KL130250",2014,1,0,TRUE,2,NA,3,1,0,1
"59","10219","9766","9528","female","KL140518","KL120353","KL130250",2014,1,0,TRUE,2,NA,3,1,0,1
"60","5931",NA,NA,"female","KL699","KL614","KL620",2007,1,0,FALSE,0,NA,2,1,0,4
"61","6221",NA,NA,"female","KL080336","DS","KL295",2008,1,0,FALSE,NA,2,NA,1,0,1
"62","8363","6445","6500","female","KL100424","KL090305","KL090242",2010,1,0,TRUE,3,2,2,1,0,4
"63","8367","5983","6410","female","KL100434","KL090276","KL751",2010,1,0,TRUE,1,2,2,1,0,1
"64","8368","5983","6414","female","KL100435","KL090317","KL751",2010,1,0,TRUE,9,NA,2,1,0,1
"65","6487",NA,NA,"male","KL090215","KL428","KL678",2009,1,0,FALSE,0,NA,1,1,0,1
"66","6490","5931","6204","female","KL090255","KL080247","KL699",2009,1,0,TRUE,1,2,3,1,0,4
"67","6491","5931","6403","male","KL090254","KL090108","KL699",2009,1,0,TRUE,NA,2,NA,1,0,4
"68","8259","6221","8233","male","KL100178","KL100126","KL080336",2010,1,0,TRUE,2,NA,1,1,0,1
"69","8260","6221","8226","female","KL100179","KL100112","KL080336",2010,1,0,TRUE,2,NA,1,1,0,1
"70","9077","8367","8345","male","KL110232","KL100406","KL100434",2011,1,0,TRUE,2,NA,3,1,0,1
"71","9079","8367","8345","female","KL110234","KL100406","KL100434",2011,1,0,TRUE,2,NA,3,1,0,1
"72","9469","8368","8221","female","KL120256","KL100102","KL100435",2012,1,0,TRUE,3,NA,3,1,0,1
"73","9470","8368","8221","female","KL120257","KL100102","KL100435",2012,1,0,TRUE,3,NA,3,1,0,1
"74","9471","8368","8221","male","KL120258","KL100102","KL100435",2012,1,0,TRUE,3,NA,3,1,0,1
"75","5700",NA,NA,"female","KL591","KL428","KL506",2006,1,0,FALSE,0,NA,1,1,0,1
"76","6248",NA,NA,"female","KL080243","KL428","KL506",2008,1,0,FALSE,0,4,1,1,0,1
"77","6450",NA,NA,"female","KL090172","KL695","KL506",2009,1,0,FALSE,0,NA,4,1,0,1
"78","6451",NA,NA,"female","KL090174","KL695","KL506",2009,1,0,FALSE,0,NA,4,1,0,1
"79","8286","6104","6491","male","KL100237","KL090254","KL090112",2010,1,0,TRUE,2,2,1,1,0,4
"80","8305","6490","6407","male","KL100272","KL090161","KL090255",2010,1,0,TRUE,2,NA,4,1,0,4
"81","8306","6490","6407","female","KL100273","KL090161","KL090255",2010,1,0,TRUE,2,NA,4,1,0,4
"82","8484",NA,NA,"female","SU100316","SU100109","SU376",2010,1,0,FALSE,0,3,2,1,0,9
"83","8486",NA,NA,"female","SU100318","SU100122","SU376",2010,1,0,FALSE,0,5,2,1,0,9
"84","9106","8260","8344","male","KL110202","KL100402","KL100179",2011,1,0,TRUE,2,2,2,1,0,1
"85","6465",NA,NA,"female","KL090202","KL428","KL591",2009,1,0.25,FALSE,0,5,2,1,1,2
"86","8247","5700","6410","female","KL100155","KL090276","KL591",2010,1,0,TRUE,4,NA,2,1,0,1
"87","8295","6450","6410","male","KL100259","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"88","8296","6450","6487","female","KL100260","KL090215","KL090172",2010,1,0.0234375,TRUE,0,NA,5,1,1,1
"89","8298","6450","8221","female","KL100262","KL100102","KL090172",2010,1,0,TRUE,1,3,5,1,0,1
"90","8318","6248","8221","female","KL100335","KL100102","KL080243",2010,1,0,TRUE,4,NA,2,1,0,1
"91","8353","6451","8219","male","KL100414","KL110450","KL090174",2010,1,0,TRUE,5,NA,5,1,0,1
"92","8354","6451","8225","female","KL100415","KL100109","KL090174",2010,1,0,TRUE,4,NA,5,1,0,1
"93","8355","6451","8219","female","KL100416","KL110450","KL090174",2010,1,0,TRUE,5,NA,5,1,0,1
"94","8356","6451","8219","female","KL100417","KL110450","KL090174",2010,1,0,TRUE,5,4,5,1,0,1
"95","8357","6451","8219","female","KL100418","KL110450","KL090174",2010,1,0,TRUE,5,NA,5,1,0,1
"96","8358","6450","6410","male","KL100419","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"97","8359","6450","6410","female","KL100420","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"98","8360","6450","6410","male","KL100421","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"99","8361","6450","6410","female","KL100422","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"100","9081","6451","8225","male","KL110236","KL100109","KL090174",2011,1,0,TRUE,4,NA,5,1,0,1
"101","9083","6451","8219","female","KL110238","KL110450","KL090174",2011,1,0,TRUE,5,NA,5,1,0,1
"102","9162","8363","8286","female","KL110358","KL100237","KL100424",2011,1,0,TRUE,2,NA,3,1,0,4
"103","9164","8363","8286","female","KL110360","KL100237","KL100424",2011,1,0,TRUE,2,NA,3,1,0,4
"104","9245","8486","9194","female","SU110165","SU110109","SU100318",2011,1,0,TRUE,5,NA,3,1,0,9
"105","9246","8486","9198","female","SU110168","SU110122","SU100318",2011,1,0,TRUE,2,NA,3,1,0,9
"106","9248","8486","9198","male","SU110172","SU110122","SU100318",2011,1,0,TRUE,2,NA,3,1,0,9
"107","9478","6451","8225","female","KL120275","KL100109","KL090174",2012,1,0,TRUE,4,NA,5,1,0,1
"108","9479","6451","8225","female","KL120276","KL100109","KL090174",2012,1,0,TRUE,4,NA,5,1,0,1
"109","9531","8374","9106","female","KL120356","KL110202","KL100441",2012,1,0,TRUE,2,NA,3,1,0,1
"110","9532","8374","9106","female","KL120357","KL110202","KL100441",2012,1,0,TRUE,2,NA,3,1,0,1
"111","9619","8486","9194","female","SU120210","SU110109","SU100318",2012,1,0,TRUE,5,NA,3,1,0,9
"112","9647","8486","9194","female","SU120256","SU110109","SU100318",2012,1,0,TRUE,5,NA,3,1,0,9
"113","9648","8486","9194","female","SU120257","SU110109","SU100318",2012,1,0,TRUE,5,NA,3,1,0,9
"114","9649","8486","9194","female","SU120258","SU110109","SU100318",2012,1,0,TRUE,5,NA,3,1,0,9
"115","9663","8484","9194","female","SU120302","SU110109","SU100316",2012,1,0,TRUE,3,NA,3,1,0,9
"116","9664","8484","9194","male","SU120303","SU110109","SU100316",2012,1,0,TRUE,3,NA,3,1,0,9
"117","9665","8484","9194","female","SU120304","SU110109","SU100316",2012,1,0,TRUE,3,NA,3,1,0,9
"118","8282","6465","5601","female","KL100233","KL777","KL090202",2010,1,0,TRUE,2,NA,3,1,0,2
"119","8284","6465","5601","male","KL100234","KL777","KL090202",2010,1,0,TRUE,2,NA,3,1,0,2
"120","8380","6465","8232","male","KL100448","KL100124","KL090202",2010,1,0,TRUE,5,NA,3,1,0,2
"121","8381","6465","8232","male","KL100449","KL100124","KL090202",2010,1,0,TRUE,5,NA,3,1,0,2
"122","8382","6465","8232","male","KL100450","KL100124","KL090202",2010,1,0,TRUE,5,NA,3,1,0,2
"123","9070","6465","8232","male","KL110229","KL100124","KL090202",2011,1,0,TRUE,5,NA,3,1,0,2
"124","9072","6465","8232","female","KL110231","KL100124","KL090202",2011,1,0,TRUE,5,NA,3,1,0,2
"125","9114","8247","9017","female","KL110161","KL110121","KL100155",2011,1,0,TRUE,2,NA,3,1,0,1
"126","9116","8247","9017","female","KL110242","KL110121","KL100155",2011,1,0,TRUE,2,NA,3,1,0,1
"127","9154","8298","8308","female","KL110251","KL100304","KL100262",2011,1,0,TRUE,3,NA,6,1,0,1
"128","9155","8298","8308","female","KL110252","KL100304","KL100262",2011,1,0,TRUE,3,NA,6,1,0,1
"129","9156","8298","8308","male","KL110255","KL100304","KL100262",2011,1,0,TRUE,3,NA,6,1,0,1
"130","9160","8356","8379","female","KL110328","KL100447","KL100417",2011,1,0,TRUE,4,NA,6,1,0,1
"131","9441","8296","9023","male","KL120158","KL110203","KL100260",2012,1,0,TRUE,2,NA,6,1,0,1
"132","9456","8318","9028","female","KL120217","KL110327","KL100335",2012,1,0,TRUE,2,NA,3,1,0,1
"133","9464","8247","8225","female","KL120238","KL100109","KL100155",2012,1,0,TRUE,2,NA,3,1,0,1
"134","9465","8247","8225","male","KL120239","KL100109","KL100155",2012,1,0,TRUE,2,NA,3,1,0,1
"135","9468","8298","9028","female","KL120243","KL110327","KL100262",2012,1,0,TRUE,3,NA,6,1,0,1
"136","9488","8296","9023","female","KL120313","KL110203","KL100260",2012,1,0,TRUE,2,NA,6,1,0,1
"137","9494","8355","8259","male","KL120320","KL100178","KL100416",2012,1,0,TRUE,2,NA,6,1,0,1
"138","9495","8355","8259","female","KL120321","KL100178","KL100416",2012,1,0,TRUE,2,NA,6,1,0,1
"139","9504","8356","8379","male","KL120329","KL100447","KL100417",2012,1,0,TRUE,4,NA,6,1,0,1
"140","9505","8356","8379","male","KL120330","KL100447","KL100417",2012,1,0,TRUE,4,NA,6,1,0,1
"141","9506","8356","8379","female","KL120331","KL100447","KL100417",2012,1,0,TRUE,4,NA,6,1,0,1
"142","9510","8318","8219","male","KL120335","KL110450","KL100335",2012,1,0,TRUE,2,NA,3,1,0,1
"143","9511","8318","8219","male","KL120336","KL110450","KL100335",2012,1,0,TRUE,2,NA,3,1,0,1
"144","9512","8318","9028","female","KL120337","KL110327","KL100335",2012,1,0,TRUE,2,NA,3,1,0,1
"145","9513","9083","8225","male","KL120338","KL100109","KL110238",2012,1,0,TRUE,3,NA,6,1,0,1
"146","9514","9083","8225","male","KL120339","KL100109","KL110238",2012,1,0,TRUE,3,NA,6,1,0,1
"147","9515","9083","8225","female","KL120340","KL100109","KL110238",2012,1,0,TRUE,3,NA,6,1,0,1
"148","9517","8298","9028","male","KL120342","KL110327","KL100262",2012,1,0,TRUE,3,NA,6,1,0,1
"149","9518","8298","9028","female","KL120343","KL110327","KL100262",2012,1,0,TRUE,3,NA,6,1,0,1
"150","9132","8282","9016","female","KL110138","KL110115","KL100233",2011,1,0,TRUE,2,NA,4,1,0,2
"151","9135","8282","9016","male","KL110141","KL110115","KL100233",2011,1,0,TRUE,2,NA,4,1,0,2
